64	33
53	62
33	48
62	83
27	26
15	11
50	27
80	66
59	12
77	56
52	30
56	57
53	82
61	87
50	29
23	28
20	89
43	53
90	4
27	45
16	90
21	85
21	50
15	56
16	87
59	86
68	33
23	17
48	70
60	44
33	24
75	51
69	72
84	69
53	15
52	60
74	60
23	78
11	88
80	63
84	72
66	15
61	76
100	48
55	64
24	39
93	51
77	32
12	87
99	21
59	54
37	65
42	1
67	40
86	45
84	13
43	42
12	58
90	8
100	73
43	87
46	89
87	78
32	0
66	12
37	57
74	70
91	50
38	1
25	82
65	25
61	76
61	31
77	45
79	81
43	60
29	35
79	8
39	27
20	31
81	89
95	56
82	58
10	12
93	68
62	7
86	11
78	12
62	40
42	20
56	7
33	7
96	81
45	48
68	68
49	45
69	72
59	20
31	17
31	71
87	47
16	10
66	32
30	80
70	66
28	16
27	41
98	37
55	45
78	7
37	27
95	15
20	5
65	85
34	26
72	5
81	59
84	75
20	21
50	82
23	28
37	81
27	30
10	19
95	85
17	67
68	14
90	86
67	21
38	41
73	88
29	20
87	44
44	20
88	71
40	55
83	3
82	21
94	76
47	59
75	2
80	21
56	61
60	18
73	23
80	8
72	44
66	71
29	3
67	8
18	63
45	39
55	41
67	21
15	50
47	56
98	0
39	66
50	59
22	66
43	53
91	63
88	11
47	62
27	65
28	5
71	44
91	21
40	63
52	49
67	8
44	86
72	1
86	39
28	62
98	65
65	72
76	52
42	79
81	46
80	74
80	32
62	67
72	65
98	66
34	67
81	72
16	40
68	49
32	18
29	60
31	1
48	38
51	71
78	69
98	56
60	81
31	46
57	41
68	22
38	65
83	81
89	8
50	59
40	21
37	48
15	65
97	63
82	73
23	69
77	60
75	16
97	8
33	67
44	4
64	12
40	23
93	10
69	32
71	55
64	81
99	22
78	63
99	41
51	3
24	62
48	13
51	46
57	61
83	56
49	55
16	76
97	85
23	61
31	37
20	35
75	8
67	87
81	78
20	28
96	30
27	13
88	23
51	5
48	54
82	44
85	81
69	24
69	76
42	78
25	81
25	42
84	49
32	28
50	5
21	57
81	42
83	62
20	60
58	14
51	15
57	43
11	78
24	24
77	31
80	0
23	67
20	43
43	36
84	38
70	24
30	83
43	83
27	3
42	18
71	81
90	64
76	7
32	42
31	36
43	59
31	33
37	45
92	4
67	60
29	43
96	52
59	86
34	6
86	36
82	50
84	26
80	63
17	80
47	83
42	79
90	4
27	65
77	29
